LD1, LD2,class
1.63845,3.284399,0.0
1.777604,3.822725,0.0
1.794416,4.004289,0.0
2.226699,2.847039,0.0
2.080478,4.2595,0.0
1.50795,4.353492,0.0
2.026258,4.768142,0.0
1.535558,4.338365,0.0
1.445967,4.547957,0.0
1.178811,4.588938,0.0
1.628262,4.346196,0.0
2.068504,4.257774,0.0
2.948178,4.033179,0.0
2.288362,1.953343,0.0
2.532017,3.792114,0.0
2.192346,3.137365,0.0
2.183493,3.095854,0.0
2.839462,1.94316,0.0
2.520276,3.993628,0.0
2.025594,2.64118,0.0
2.292938,1.765666,0.0
2.65085,4.070444,0.0
2.220922,2.656413,0.0
3.095587,2.915935,0.0
1.983356,3.722449,0.0
3.929621,3.03206,0.0
1.83114,2.501446,0.0
3.032133,1.880651,0.0
3.499881,3.750127,0.0
2.570268,2.922756,0.0
3.273826,2.868747,0.0
3.403453,3.764004,0.0
3.572167,3.413471,0.0
4.124777,3.643608,0.0
2.952922,2.879169,0.0
4.018965,3.247871,0.0
3.860124,2.68932,0.0
3.474121,2.597371,0.0
3.750955,3.059288,0.0
2.700456,1.889049,0.0
3.380285,4.031677,0.0
2.901481,2.476373,0.0
2.832772,3.662067,0.0
2.931817,2.548466,0.0
2.877513,3.100904,0.0
2.416994,2.292822,0.0
2.20392,2.633124,0.0
2.317284,2.913631,0.0
2.03651,1.770761,0.0
2.204813,1.896773,0.0
1.461416,2.167473,0.0
3.468478,3.298356,0.0
2.60608,3.17222,0.0
2.144349,2.664143,0.0
1.502496,0.68131,0.0
1.721965,2.357706,0.0
1.787803,2.142219,0.0
1.562433,2.054786,0.0
2.409496,2.625486,0.0
2.071068,2.396976,0.0
1.717394,1.964874,0.0
1.597134,2.259319,0.0
2.019515,2.263575,0.0
2.567591,2.262662,0.0
1.917416,1.95914,0.0
1.284872,1.852448,0.0
2.355584,2.544094,0.0
1.724107,2.784391,0.0
1.699021,2.793652,0.0
1.906602,3.228627,0.0
1.946563,3.350874,0.0
1.794344,3.656793,0.0
2.000907,2.42357,0.0
1.806872,3.074648,0.0
1.051118,2.552606,0.0
0.791943,2.058496,0.0
2.013326,2.280332,0.0
2.395422,3.050985,0.0
0.962674,2.861141,0.0
1.602455,2.387466,0.0
1.060759,2.218809,0.0
0.78732,3.184339,0.0
0.653396,2.886678,0.0
0.099464,2.440387,0.0
1.57552,2.925503,0.0
1.827802,3.46579,0.0
1.306016,3.194697,0.0
1.179504,3.658405,0.0
1.90378,3.578969,0.0
2.059565,4.213872,0.0
1.031507,2.799833,0.0
1.233699,0.81101,0.0
0.687957,3.271886,0.0
0.860089,3.298649,0.0
2.377606,2.709038,0.0
0.795104,1.785733,0.0
2.042401,1.262764,0.0
1.477665,2.332009,0.0
2.680155,2.859621,0.0
1.3471,1.559986,0.0
1.396785,2.577572,0.0
0.778026,2.154617,0.0
1.530328,1.639071,0.0
0.433061,1.028368,0.0
0.611098,1.299125,0.0
0.744906,1.778752,0.0
0.507118,1.60347,0.0
1.424608,2.378155,0.0
0.210706,0.78756,0.0
1.567281,1.314449,0.0
2.372201,1.194663,0.0
1.857726,2.421856,0.0
1.864182,2.185055,0.0
0.899339,1.907605,0.0
1.793993,1.710401,0.0
1.586158,1.157751,0.0
1.16732,0.976027,0.0
0.563708,1.104802,0.0
1.053128,0.293106,0.0
2.275153,0.840327,0.0
1.708851,1.559345,0.0
2.371114,1.705246,0.0
1.551062,1.512596,0.0
0.735829,1.901887,0.0
0.973316,1.602566,0.0
-0.483672,0.98272,0.0
0.073247,0.979219,0.0
0.284999,1.4958,0.0
-0.544499,2.055001,0.0
0.399964,0.563014,0.0
-0.414689,0.65287,0.0
0.118679,1.41414,0.0
-0.82899,1.657443,0.0
-0.251001,1.05017,0.0
-1.08976,0.864102,0.0
-0.917109,0.95831,0.0
-0.24372,1.524386,0.0
-0.829086,1.093017,0.0
3.18532,-2.592194,1.0
2.605809,-2.031181,1.0
4.162388,-2.417254,1.0
3.672539,-1.535926,1.0
3.856771,-1.948543,1.0
3.651494,-2.31357,1.0
2.693142,-1.780931,1.0
2.729813,-2.195654,1.0
2.199516,-2.753699,1.0
2.970229,-1.681713,1.0
2.321224,-2.674904,1.0
3.400883,-2.188199,1.0
3.438748,-2.361201,1.0
4.546833,-3.13813,1.0
4.295088,-2.979626,1.0
3.109426,-2.784663,1.0
3.34555,-2.707808,1.0
3.46914,-2.183225,1.0
3.965893,-2.738834,1.0
3.667055,-2.865622,1.0
3.742795,-2.527891,1.0
2.064927,-2.079667,1.0
2.413031,-2.084663,1.0
2.251572,-1.947622,1.0
2.405835,-2.710248,1.0
2.662642,-2.262294,1.0
2.407971,-2.410548,1.0
2.47597,-2.196175,1.0
2.527776,-2.949214,1.0
3.23393,-2.811617,1.0
2.383066,-2.150635,1.0
2.542983,-2.37239,1.0
2.876216,-2.310084,1.0
2.926345,-2.807801,1.0
2.782156,-2.206918,1.0
2.850178,-2.670213,1.0
2.478614,-2.138852,1.0
2.045675,-3.101853,1.0
2.962025,-2.428904,1.0
2.804269,-2.895769,1.0
2.498724,-2.667113,1.0
2.777166,-2.382814,1.0
3.180433,-2.138325,1.0
3.113088,-2.840426,1.0
3.419358,-2.675307,1.0
3.629583,-2.187691,1.0
3.348086,-2.459659,1.0
3.324527,-2.537611,1.0
3.361219,-2.116198,1.0
3.729404,-2.580236,1.0
3.036382,-3.681764,1.0
3.004235,-3.21835,1.0
3.311445,-2.9169,1.0
4.144436,-3.609206,1.0
3.700006,-3.387899,1.0
3.344007,-2.863465,1.0
3.364405,-3.186065,1.0
3.112815,-2.871541,1.0
2.563702,-1.87458,1.0
3.060795,-2.220006,1.0
2.635809,-2.624323,1.0
2.231686,-2.228796,1.0
3.72034,-3.247963,1.0
2.95976,-1.6239,1.0
2.799146,-2.069782,1.0
3.851282,-1.11539,1.0
3.51584,-2.496376,1.0
3.412238,-1.843379,1.0
2.964763,-2.120998,1.0
2.800474,-3.319308,1.0
2.547335,-3.348467,1.0
3.586636,-2.737953,1.0
2.812962,-2.680656,1.0
2.746691,-3.092125,1.0
3.529366,-2.597623,1.0
2.977395,-2.176055,1.0
3.308602,-2.417681,1.0
2.753916,-2.044537,1.0
3.644062,-2.108592,1.0
3.461076,-2.830365,1.0
4.504474,-2.957925,1.0
4.485587,-2.148863,1.0
3.689241,-2.550911,1.0
3.76023,-2.496612,1.0
4.241202,-3.228121,1.0
3.080991,-2.058467,1.0
2.78592,-2.541267,1.0
3.716162,-2.01341,1.0
2.362246,-1.297394,1.0
3.126344,-1.90214,1.0
3.109365,-2.209294,1.0
3.206231,-1.78607,1.0
3.336899,-1.219401,1.0
3.798349,-2.93521,1.0
2.635229,-1.779378,1.0
2.771488,-2.273706,1.0
2.853812,-2.933676,1.0
3.479501,-2.048701,1.0
3.542208,-1.262904,1.0
2.918244,-1.432134,1.0
2.925822,-2.034235,1.0
3.328918,-1.83014,1.0
3.106516,-1.745744,1.0
3.171883,-1.718688,1.0
3.708362,-2.076408,1.0
2.965859,-3.128171,1.0
3.260308,-1.585359,1.0
4.39249,-2.040924,1.0
3.823382,-2.169239,1.0
4.248114,-1.658977,1.0
2.703975,-1.348075,1.0
2.787067,-3.151545,1.0
2.593863,-1.135558,1.0
3.426567,-2.692215,1.0
2.878501,-2.321578,1.0
3.929889,-1.566759,1.0
4.109827,-2.120525,1.0
2.916653,-0.997471,1.0
4.420562,-2.354264,1.0
3.931717,-1.336087,1.0
4.419686,-1.666022,1.0
3.465349,-1.528259,1.0
3.842833,-2.019044,1.0
3.572361,-1.830176,1.0
3.226761,-0.987425,1.0
4.18538,-2.646674,1.0
2.88686,-1.77071,1.0
3.388026,-2.063015,1.0
3.371522,-2.379579,1.0
3.912117,-2.996296,1.0
2.988109,-3.137921,1.0
2.447043,-2.471554,1.0
3.036686,-2.492564,1.0
3.744927,-2.901943,1.0
3.468493,-2.717406,1.0
3.947751,-2.747604,1.0
3.613099,-2.791369,1.0
3.586886,-2.651372,1.0
3.43139,-2.608274,1.0
3.323902,-2.603104,1.0
2.583856,-3.387559,1.0
2.633939,-2.929868,1.0
3.545625,-2.495407,1.0
3.447067,-2.22965,1.0
3.15511,-2.321238,1.0
2.315132,-2.305884,1.0
3.331323,-2.667382,1.0
2.617088,-2.596129,1.0
2.849296,-2.794684,1.0
3.235181,-3.324067,1.0
3.561248,-2.689152,1.0
3.112077,-2.665875,1.0
3.291738,-1.892489,1.0
3.537377,-2.031183,1.0
2.422945,-2.895897,1.0
2.63767,-1.831016,1.0
2.654982,-2.973485,1.0
2.748872,-2.244579,1.0
2.758057,-2.258196,1.0
2.94698,-2.495489,1.0
3.635898,-2.177242,1.0
3.991804,-2.565403,1.0
2.947426,-2.32948,1.0
3.275186,-2.623836,1.0
3.271629,-2.378048,1.0
2.590845,-2.220555,1.0
2.964259,-3.51992,1.0
4.28254,-2.628271,1.0
3.12638,-3.454515,1.0
3.196028,-3.032139,1.0
3.899111,-2.275642,1.0
4.268351,-2.914733,1.0
3.400705,-2.796524,1.0
3.187585,-2.004913,1.0
3.932932,-2.006351,1.0
2.870264,-2.820343,1.0
2.729006,-2.148309,1.0
3.531888,-2.55935,1.0
3.132246,-2.293264,1.0
4.195593,-1.912805,1.0
3.516004,-2.312716,1.0
3.718013,-2.244928,1.0
2.228019,-1.988622,1.0
1.938739,-2.260924,1.0
2.057997,-2.31913,1.0
3.098284,-2.0923,1.0
3.295349,-1.895923,1.0
3.110715,-2.116318,1.0
3.780164,-1.918613,1.0
3.595627,-2.034876,1.0
2.602735,-1.929147,1.0
3.252487,-3.049089,1.0
2.956191,-3.075919,1.0
3.013325,-3.17484,1.0
3.338658,-2.87515,1.0
2.762268,-2.208347,1.0
2.764194,-3.098563,1.0
2.741341,-2.388335,1.0
3.896964,-2.609566,1.0
2.152373,-2.430577,1.0
2.189192,-3.047149,1.0
1.648466,-2.420624,1.0
2.40469,-2.099688,1.0
2.717886,-2.878011,1.0
2.367301,-2.372801,1.0
1.966945,-2.296731,1.0
2.698499,-2.783116,1.0
3.042923,-2.904482,1.0
2.167394,-2.012143,1.0
3.180195,-2.194351,1.0
3.340287,-1.78404,1.0
1.938807,-2.378782,1.0
2.865091,-2.475605,1.0
2.818983,-3.026195,1.0
2.973892,-2.379259,1.0
2.307583,-2.613315,1.0
2.622239,-2.435696,1.0
2.46073,-1.903483,1.0
1.874427,-2.966895,1.0
2.444739,-2.111814,1.0
2.820623,-3.203771,1.0
3.260906,-3.2087,1.0
2.268022,-3.435447,1.0
2.66526,-2.624222,1.0
