LD1, LD2,class
4.1658,-2.621896,1.0
3.792194,-2.716423,1.0
3.995155,-2.408105,1.0
2.14564,-1.846708,1.0
2.462007,-1.861428,1.0
2.299458,-1.768175,1.0
2.369632,-2.524559,1.0
2.744656,-2.084278,1.0
2.484099,-2.245089,1.0
2.837538,-2.059464,1.0
2.715026,-2.693686,1.0
3.505133,-2.617595,1.0
2.718546,-1.96319,1.0
2.569586,-2.15496,1.0
3.005044,-2.15716,1.0
2.99235,-2.655393,1.0
2.864573,-2.095811,1.0
2.878561,-2.541688,1.0
2.654749,-1.956063,1.0
2.299655,-2.856681,1.0
3.129145,-2.357751,1.0
3.155704,-2.792969,1.0
2.72822,-2.461402,1.0
2.821917,-2.192775,1.0
3.458764,-2.07855,1.0
3.364457,-2.630847,1.0
3.625433,-2.532252,1.0
3.775677,-2.140089,1.0
3.568341,-2.364466,1.0
3.505258,-2.468388,1.0
3.633918,-1.999524,1.0
3.977778,-2.45868,1.0
3.273739,-3.471879,1.0
3.201362,-3.050623,1.0
3.618883,-2.833239,1.0
4.654495,-3.453234,1.0
3.941154,-3.337695,1.0
3.508026,-2.7064,1.0
3.511895,-2.971911,1.0
3.515549,-2.789344,1.0
2.878307,-1.763915,1.0
3.386467,-2.170736,1.0
2.846846,-2.453991,1.0
2.387004,-2.107748,1.0
4.066649,-3.187355,1.0
3.289133,-1.55122,1.0
3.001538,-2.018362,1.0
4.246504,-1.1294,1.0
3.646969,-2.384444,1.0
3.584076,-1.766363,1.0
3.145704,-2.044117,1.0
3.014866,-3.235324,1.0
2.841633,-3.221013,1.0
4.073772,-2.57664,1.0
3.160409,-2.580004,1.0
3.103221,-3.028102,1.0
3.893127,-2.504186,1.0
3.227854,-1.957625,1.0
3.576655,-2.336867,1.0
3.097409,-1.932779,1.0
4.103596,-2.065649,1.0
3.741993,-2.733112,1.0
4.89433,-2.89938,1.0
4.911663,-2.052679,1.0
4.110141,-2.389999,1.0
3.929876,-2.508248,1.0
4.534386,-3.095245,1.0
3.543247,-2.101483,1.0
3.171579,-2.466023,1.0
4.015889,-1.994527,1.0
2.764939,-1.368796,1.0
3.508047,-1.831646,1.0
3.461913,-2.148692,1.0
3.487408,-1.758155,1.0
3.615139,-1.176909,1.0
4.150086,-2.821457,1.0
2.955444,-1.691877,1.0
2.916797,-2.091795,1.0
3.093164,-2.608049,1.0
3.683289,-1.985473,1.0
3.684152,-1.202296,1.0
3.142564,-1.390032,1.0
3.09387,-1.916153,1.0
3.832112,-1.757948,1.0
3.294764,-1.694627,1.0
3.608839,-1.737597,1.0
4.118986,-2.113245,1.0
3.195585,-3.040516,1.0
3.418448,-1.450358,1.0
4.839381,-2.151278,1.0
4.361992,-2.217283,1.0
4.692662,-1.622931,1.0
3.082462,-1.266156,1.0
3.343017,-3.073626,1.0
3.025481,-1.127716,1.0
